wheny,month,year,hb,specialty_name,all_staffed_beddays,total_occupied_beddays,percentage_occupancy,hb_name,population_catchment
2017-04-01,Apr,2017,S08000028,General Medicine,4439,3470,78.17075917999551, Western Isles,low population
2017-04-01,Apr,2017,S08000028,Medical Grouping,4439,3470,78.17075917999551, Western Isles,low population
2019-04-01,Apr,2019,S08000028,General Medicine,4458,3658,82.05473306415435, Western Isles,low population
2019-04-01,Apr,2019,S08000028,Medical Grouping,4458,3658,82.05473306415435, Western Isles,low population
2021-04-01,Apr,2021,S08000028,General Medicine,5005,2729,54.525474525474536, Western Isles,low population
2021-04-01,Apr,2021,S08000028,Medical Grouping,5005,2729,54.525474525474536, Western Isles,low population
2020-04-01,Apr,2020,S08000028,All Acute,5334,1901,35.639295088114, Western Isles,low population
2018-04-01,Apr,2018,S08000028,All Acute,6379,4986,78.16272142969119, Western Isles,low population
2018-04-01,Apr,2018,S08000028,All Acute,6393,5000,78.21054278116692, Western Isles,low population
2019-04-01,Apr,2019,S08000028,All Acute,6475,5117,79.02702702702703, Western Isles,low population
2017-04-01,Apr,2017,S08000028,All Acute,6478,5121,79.05217659771536, Western Isles,low population
2019-04-01,Apr,2019,S08000028,All Acute,6479,5121,79.039975304831, Western Isles,low population
2020-04-01,Apr,2020,S08000028,All Specialties,6634,2399,36.16219475429606, Western Isles,low population
2021-04-01,Apr,2021,S08000028,All Acute,6741,4156,61.65257380210653, Western Isles,low population
2019-04-01,Apr,2019,S08000028,All Specialties,7858,5819,74.05192160855181, Western Isles,low population
2021-04-01,Apr,2021,S08000028,All Specialties,7988,4754,59.51427140711067, Western Isles,low population
2018-04-01,Apr,2018,S08000028,All Specialties,8363,6369,76.15688150185342, Western Isles,low population
2020-04-01,Apr,2020,S08000028,All Specialties,8636,3200,37.05419175544234, Western Isles,low population
2017-04-01,Apr,2017,S08000028,All Specialties,8821,6755,76.57861920417187, Western Isles,low population
2019-04-01,Apr,2019,S08000028,All Specialties,10230,7013,68.55327468230696, Western Isles,low population
2021-04-01,Apr,2021,S08000028,All Specialties,10232,6022,58.85457388584833, Western Isles,low population
2018-04-01,Apr,2018,S08000028,All Specialties,10702,7527,70.33264810315829, Western Isles,low population
2017-04-01,Apr,2017,S08000028,All Specialties,10949,7803,71.26678235455294, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Community Grouping,1,1,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,"Ear, Nose & Throat (ENT)",1,1,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,GP Other than Obstetrics,1,1,100, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Clinical Oncology,1,1,100, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Dental Grouping,1,1,100, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Oral Surgery,1,1,100, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Community Grouping,1,1,100, Western Isles,low population
2020-07-01,Jul,2020,S08000028,GP Other than Obstetrics,1,1,100, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Respiratory Medicine,1,1,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Ophthalmology,2,2,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Urology,2,2,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Ophthalmology,2,2,100, Western Isles,low population
2019-07-01,Jul,2019,S08000028,"Ear, Nose & Throat (ENT)",2,2,100, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Ophthalmology,3,3,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Urology,5,5,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,GP Obstetrics,6,6,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Obstetrics & Gynaecology,10,10,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Obstetrics Grouping,10,10,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Paediatrics,35,34,97.14285714285714, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Paediatrics Grouping,35,34,97.14285714285714, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Paediatrics,36,36,100, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Paediatrics Grouping,36,36,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Paediatrics,49,47,95.9183673469388, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Paediatrics Grouping,49,47,95.9183673469388, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Paediatrics,58,57,98.27586206896554, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Paediatrics Grouping,58,57,98.27586206896554, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Paediatrics,66,66,100, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Paediatrics Grouping,66,66,100, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Psychiatry of Old Age,67,67,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Midwifery,92,0,0, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Midwifery,92,0,0, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Midwifery,92,0,0, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Midwifery,92,0,0, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Anaesthetics,98,0,0, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Psychiatry of Old Age,125,125,100, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Anaesthetics,138,0,0, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Anaesthetics,143,0,0, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Anaesthetics,148,0,0, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Anaesthetics,164,0,0, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Gynaecology,168,38,22.619047619047624, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Gynaecology,239,49,20.502092050209217, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Gynaecology,312,75,24.038461538461544, Western Isles,low population
2021-07-01,Jul,2021,S08000028,General Psychiatry (Mental Illness),336,194,57.73809523809525, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Gynaecology,337,32,9.495548961424335, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Gynaecology,347,50,14.409221902017295, Western Isles,low population
2017-07-01,Jul,2017,S08000028,General Psychiatry (Mental Illness),359,269,74.93036211699166, Western Isles,low population
2020-07-01,Jul,2020,S08000028,General Psychiatry (Mental Illness),395,338,85.56962025316456, Western Isles,low population
2018-07-01,Jul,2018,S08000028,General Psychiatry (Mental Illness),441,364,82.53968253968254, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Mental Health Grouping,461,319,69.19739696312367, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Mental Health Grouping,462,405,87.66233766233769, Western Isles,low population
2019-07-01,Jul,2019,S08000028,General Psychiatry (Mental Illness),462,411,88.961038961039, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Mental Health Grouping,462,411,88.961038961039, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Psychiatry of Old Age,469,469,100, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Obstetrics,550,139,25.272727272727284, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Obstetrics,551,143,25.952813067150647, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Obstetrics,552,117,21.195652173913057, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Obstetrics,552,183,33.152173913043484, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Obstetrics,552,187,33.876811594202906, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Trauma and Orthopaedic Surgery,636,567,89.15094339622642, Western Isles,low population
2021-07-01,Jul,2021,S08000028,General Surgery,681,525,77.09251101321587, Western Isles,low population
2020-07-01,Jul,2020,S08000028,General Surgery,717,299,41.70153417015343, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Women and Newborn Grouping,719,181,25.173852573018085, Western Isles,low population
2018-07-01,Jul,2018,S08000028,General Surgery,788,496,62.94416243654825, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Women and Newborn Grouping,791,232,29.32996207332491, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Women and Newborn Grouping,864,262,30.324074074074087, Western Isles,low population
2017-07-01,Jul,2017,S08000028,General Surgery,875,730,83.42857142857146, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Women and Newborn Grouping,883,232,26.274065685164224, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Women and Newborn Grouping,893,177,19.820828667413217, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Women and Newborn Grouping,899,167,18.576195773081203, Western Isles,low population
2019-07-01,Jul,2019,S08000028,General Surgery,903,676,74.86157253599116, Western Isles,low population
2019-07-01,Jul,2019,S08000028,General Surgery,905,678,74.91712707182322, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Mental Health Grouping,910,833,91.53846153846152, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Trauma and Orthopaedic Surgery,934,805,86.18843683083513, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Women and Newborn Grouping,956,262,27.405857740585784, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Women and Newborn Grouping,985,177,17.96954314720812, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Psychiatry of Old Age,990,988,99.79797979797982, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Women and Newborn Grouping,991,167,16.851664984863778, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Trauma and Orthopaedic Surgery,1068,985,92.2284644194757, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Trauma and Orthopaedic Surgery,1080,945,87.5, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Trauma and Orthopaedic Surgery,1108,1107,99.9097472924188, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Mental Health Grouping,1349,1257,93.18013343217196, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Surgery Grouping,1496,866,57.887700534759375, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Community Grouping,1756,1338,76.19589977220959, Western Isles,low population
2021-07-01,Jul,2021,S08000028,GP Other than Obstetrics,1756,1338,76.19589977220959, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Community Grouping,1778,879,49.43757030371205, Western Isles,low population
2020-07-01,Jul,2020,S08000028,GP Other than Obstetrics,1778,879,49.43757030371205, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Surgery Grouping,1887,1632,86.4864864864865, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Surgery Grouping,1977,1539,77.84522003034903, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Surgery Grouping,2014,1449,71.94637537239326, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Surgery Grouping,2124,1666,78.43691148775896, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Surgery Grouping,2126,1668,78.45719661335843, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Community Grouping,2303,936,40.642640034737305, Western Isles,low population
2017-07-01,Jul,2017,S08000028,GP Other than Obstetrics,2303,936,40.642640034737305, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Community Grouping,2334,1339,57.369323050557, Western Isles,low population
2019-07-01,Jul,2019,S08000028,GP Other than Obstetrics,2334,1339,57.369323050557, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Community Grouping,2493,1219,48.896911351785, Western Isles,low population
2018-07-01,Jul,2018,S08000028,GP Other than Obstetrics,2493,1219,48.896911351785, Western Isles,low population
2017-07-01,Jul,2017,S08000028,General Medicine,4049,3227,79.69869103482344, Western Isles,low population
2017-07-01,Jul,2017,S08000028,Medical Grouping,4049,3227,79.69869103482344, Western Isles,low population
2019-07-01,Jul,2019,S08000028,General Medicine,4394,2993,68.11561219845245, Western Isles,low population
2019-07-01,Jul,2019,S08000028,Medical Grouping,4395,2994,68.12286689419795, Western Isles,low population
2020-07-01,Jul,2020,S08000028,General Medicine,4406,1798,40.807989105764875, Western Isles,low population
2020-07-01,Jul,2020,S08000028,Medical Grouping,4407,1799,40.82142046743818, Western Isles,low population
2018-07-01,Jul,2018,S08000028,General Medicine,4428,3313,74.81933152664861, Western Isles,low population
2018-07-01,Jul,2018,S08000028,Medical Grouping,4428,3313,74.81933152664861, Western Isles,low population
2021-07-01,Jul,2021,S08000028,General Medicine,4945,2439,49.32254802831144, Western Isles,low population
2021-07-01,Jul,2021,S08000028,Medical Grouping,4945,2439,49.32254802831144, Western Isles,low population
2020-07-01,Jul,2020,S08000028,All Acute,5903,2665,45.14653565983398, Western Isles,low population
2017-07-01,Jul,2017,S08000028,All Acute,6026,4766,79.0906073680717, Western Isles,low population
2018-07-01,Jul,2018,S08000028,All Acute,6442,4762,73.9211425023285, Western Isles,low population
2019-07-01,Jul,2019,S08000028,All Acute,6519,4660,71.48335634299741, Western Isles,low population
2019-07-01,Jul,2019,S08000028,All Acute,6521,4662,71.49210243827635, Western Isles,low population
2021-07-01,Jul,2021,S08000028,All Acute,6832,4071,59.58723653395785, Western Isles,low population
2020-07-01,Jul,2020,S08000028,All Specialties,7301,3274,44.84317216819615, Western Isles,low population
2019-07-01,Jul,2019,S08000028,All Specialties,7831,5361,68.45868982250033, Western Isles,low population
2021-07-01,Jul,2021,S08000028,All Specialties,8078,4637,57.4028224808121, Western Isles,low population
2018-07-01,Jul,2018,S08000028,All Specialties,8266,5905,71.43721267844182, Western Isles,low population
2017-07-01,Jul,2017,S08000028,All Specialties,8313,6244,75.11127150246602, Western Isles,low population
2020-07-01,Jul,2020,S08000028,All Specialties,9170,4152,45.27808069792803, Western Isles,low population
2021-07-01,Jul,2021,S08000028,All Specialties,9834,5975,60.75859263778728, Western Isles,low population
2019-07-01,Jul,2019,S08000028,All Specialties,10259,6702,65.32800467881862, Western Isles,low population
2017-07-01,Jul,2017,S08000028,All Specialties,10708,7180,67.05267090026149, Western Isles,low population
2018-07-01,Jul,2018,S08000028,All Specialties,10850,7123,65.64976958525348, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Community Grouping,1,1,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,GP Other than Obstetrics,1,1,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Dental Grouping,1,1,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Oral Surgery,1,1,100, Western Isles,low population
2018-10-01,Oct,2018,S08000028,"Ear, Nose & Throat (ENT)",1,1,100, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Renal Medicine,1,1,100, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Clinical Oncology,1,1,100, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Ophthalmology,1,1,100, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Respiratory Medicine,1,1,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Ophthalmology,2,2,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Ophthalmology,2,2,100, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Dental Grouping,2,2,100, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Oral Surgery,2,2,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,"Ear, Nose & Throat (ENT)",3,3,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,"Ear, Nose & Throat (ENT)",3,3,100, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Ophthalmology,3,3,100, Western Isles,low population
2019-10-01,Oct,2019,S08000028,GP Obstetrics,4,4,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Obstetrics & Gynaecology,7,7,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Obstetrics Grouping,7,7,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Obstetrics & Gynaecology,10,10,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Obstetrics Grouping,10,10,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Paediatrics,14,14,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Paediatrics Grouping,14,14,100, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Paediatrics,40,39,97.5, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Paediatrics Grouping,40,39,97.5, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Psychiatry of Old Age,48,48,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Paediatrics,56,55,98.21428571428574, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Paediatrics Grouping,56,55,98.21428571428574, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Paediatrics,67,65,97.01492537313432, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Paediatrics Grouping,67,65,97.01492537313432, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Paediatrics,73,72,98.6301369863014, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Paediatrics Grouping,73,72,98.6301369863014, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Paediatrics,80,77,96.25, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Paediatrics Grouping,80,77,96.25, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Geriatric Medicine - units other than long stay,92,0,0, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Midwifery,92,0,0, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Midwifery,92,0,0, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Midwifery,92,0,0, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Midwifery,92,23,25, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Anaesthetics,116,0,0, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Anaesthetics,118,0,0, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Psychiatry of Old Age,121,121,100, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Anaesthetics,124,0,0, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Anaesthetics,131,0,0, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Anaesthetics,142,0,0, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Psychiatry of Old Age,148,148,100, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Anaesthetics,153,0,0, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Gynaecology,183,54,29.508196721311485, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Midwifery,184,0,0, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Psychiatry of Old Age,204,204,100, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Gynaecology,218,57,26.146788990825694, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Gynaecology,225,53,23.55555555555556, Western Isles,low population
2021-10-01,Oct,2021,S08000028,General Psychiatry (Mental Illness),293,236,80.54607508532423, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Gynaecology,296,41,13.851351351351353, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Gynaecology,319,61,19.122257053291538, Western Isles,low population
2019-10-01,Oct,2019,S08000028,General Psychiatry (Mental Illness),332,300,90.36144578313254, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Gynaecology,335,46,13.731343283582092, Western Isles,low population
2020-10-01,Oct,2020,S08000028,General Psychiatry (Mental Illness),341,296,86.8035190615836, Western Isles,low population
2017-10-01,Oct,2017,S08000028,General Psychiatry (Mental Illness),380,341,89.73684210526318, Western Isles,low population
2016-10-01,Oct,2016,S08000028,General Psychiatry (Mental Illness),449,393,87.52783964365257, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Mental Health Grouping,462,417,90.25974025974024, Western Isles,low population
2018-10-01,Oct,2018,S08000028,General Psychiatry (Mental Illness),472,405,85.80508474576273, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Mental Health Grouping,480,448,93.33333333333331, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Mental Health Grouping,497,440,88.53118712273643, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Mental Health Grouping,520,453,87.11538461538461, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Obstetrics,549,182,33.15118397085611, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Obstetrics,551,144,26.13430127041743, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Obstetrics,551,180,32.66787658802179, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Obstetrics,552,127,23.0072463768116, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Obstetrics,552,207,37.5, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Obstetrics,553,181,32.73056057866185, Western Isles,low population
2021-10-01,Oct,2021,S08000028,General Surgery,698,498,71.34670487106018, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Women and Newborn Grouping,735,261,35.51020408163266, Western Isles,low population
2020-10-01,Oct,2020,S08000028,General Surgery,758,542,71.50395778364117, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Trauma and Orthopaedic Surgery,763,673,88.20445609436437, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Women and Newborn Grouping,771,238,30.869001297016865, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Women and Newborn Grouping,774,235,30.361757105943163, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Psychiatry of Old Age,778,766,98.45758354755786, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Trauma and Orthopaedic Surgery,781,780,99.87195902688862, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Women and Newborn Grouping,831,265,31.8892900120337, Western Isles,low population
2016-10-01,Oct,2016,S08000028,General Surgery,842,722,85.74821852731593, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Women and Newborn Grouping,847,185,21.841794569067297, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Trauma and Orthopaedic Surgery,854,764,89.46135831381736, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Women and Newborn Grouping,870,241,27.701149425287355, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Women and Newborn Grouping,887,173,19.50394588500563, Western Isles,low population
2019-10-01,Oct,2019,S08000028,General Surgery,891,520,58.36139169472504, Western Isles,low population
2019-10-01,Oct,2019,S08000028,General Surgery,893,522,58.45464725643897, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Women and Newborn Grouping,939,185,19.701810436634727, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Trauma and Orthopaedic Surgery,941,769,81.72157279489906, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Trauma and Orthopaedic Surgery,944,919,97.35169491525428, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Women and Newborn Grouping,955,238,24.92146596858639, Western Isles,low population
2017-10-01,Oct,2017,S08000028,General Surgery,958,812,84.75991649269312, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Women and Newborn Grouping,962,264,27.442827442827443, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Women and Newborn Grouping,979,173,17.67109295199183, Western Isles,low population
2018-10-01,Oct,2018,S08000028,General Surgery,992,647,65.22177419354838, Western Isles,low population
2018-10-01,Oct,2018,S08000028,General Surgery,996,651,65.36144578313255, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Psychiatry of Old Age,1084,1017,93.81918819188192, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Mental Health Grouping,1158,1107,95.5958549222798, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Trauma and Orthopaedic Surgery,1252,1230,98.24281150159746, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Mental Health Grouping,1533,1410,91.9765166340509, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Surgery Grouping,1664,1323,79.50721153846156, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Surgery Grouping,1760,1417,80.51136363636365, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Community Grouping,1813,1083,59.73524544953118, Western Isles,low population
2021-10-01,Oct,2021,S08000028,GP Other than Obstetrics,1813,1083,59.73524544953118, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Surgery Grouping,1817,1491,82.05833791964777, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Surgery Grouping,1901,1324,69.64755391899001, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Surgery Grouping,1905,1328,69.71128608923885, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Community Grouping,1926,1269,65.88785046728972, Western Isles,low population
2019-10-01,Oct,2019,S08000028,GP Other than Obstetrics,1926,1269,65.88785046728972, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Community Grouping,1932,1070,55.38302277432713, Western Isles,low population
2020-10-01,Oct,2020,S08000028,GP Other than Obstetrics,1932,1070,55.38302277432713, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Surgery Grouping,2057,1586,77.10257656781722, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Community Grouping,2074,1367,65.91128254580522, Western Isles,low population
2016-10-01,Oct,2016,S08000028,GP Other than Obstetrics,2074,1367,65.91128254580522, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Community Grouping,2082,1290,61.95965417867436, Western Isles,low population
2017-10-01,Oct,2017,S08000028,GP Other than Obstetrics,2082,1290,61.95965417867436, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Surgery Grouping,2274,1750,76.95690413368514, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Surgery Grouping,2276,1752,76.97715289982426, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Community Grouping,2455,1276,51.97556008146641, Western Isles,low population
2018-10-01,Oct,2018,S08000028,GP Other than Obstetrics,2455,1276,51.97556008146641, Western Isles,low population
2017-10-01,Oct,2017,S08000028,General Medicine,4260,3262,76.57276995305168, Western Isles,low population
2017-10-01,Oct,2017,S08000028,Medical Grouping,4260,3262,76.57276995305168, Western Isles,low population
2019-10-01,Oct,2019,S08000028,General Medicine,4368,3082,70.55860805860807, Western Isles,low population
2019-10-01,Oct,2019,S08000028,Medical Grouping,4369,3083,70.56534676127261, Western Isles,low population
2018-10-01,Oct,2018,S08000028,General Medicine,4431,3450,77.86052809749495, Western Isles,low population
2018-10-01,Oct,2018,S08000028,Medical Grouping,4432,3451,77.86552346570399, Western Isles,low population
2020-10-01,Oct,2020,S08000028,General Medicine,4934,2116,42.88609647344955, Western Isles,low population
2020-10-01,Oct,2020,S08000028,Medical Grouping,4935,2117,42.897669706180345, Western Isles,low population
2021-10-01,Oct,2021,S08000028,General Medicine,4951,2814,56.837002625732175, Western Isles,low population
2021-10-01,Oct,2021,S08000028,Medical Grouping,4951,2814,56.837002625732175, Western Isles,low population
2016-10-01,Oct,2016,S08000028,General Medicine,5030,4270,84.8906560636183, Western Isles,low population
2016-10-01,Oct,2016,S08000028,Medical Grouping,5122,4270,83.36587270597424, Western Isles,low population
2017-10-01,Oct,2017,S08000028,All Acute,6317,4848,76.7452904859902, Western Isles,low population
2018-10-01,Oct,2018,S08000028,All Acute,6333,4775,75.39870519501028, Western Isles,low population
2018-10-01,Oct,2018,S08000028,All Acute,6337,4779,75.41423386460471, Western Isles,low population
2020-10-01,Oct,2020,S08000028,All Acute,6599,3440,52.12911047128354, Western Isles,low population
2019-10-01,Oct,2019,S08000028,All Acute,6643,4833,72.75327412313715, Western Isles,low population
2019-10-01,Oct,2019,S08000028,All Acute,6645,4835,72.76147479307751, Western Isles,low population
2021-10-01,Oct,2021,S08000028,All Acute,6711,4231,63.04574579049323, Western Isles,low population
2016-10-01,Oct,2016,S08000028,All Acute,6939,5761,83.02349041648654, Western Isles,low population
2018-10-01,Oct,2018,S08000028,All Specialties,7813,5473,70.04991680532447, Western Isles,low population
2019-10-01,Oct,2019,S08000028,All Specialties,7927,5609,70.75816828560616, Western Isles,low population
2020-10-01,Oct,2020,S08000028,All Specialties,7948,4081,51.34625062908909, Western Isles,low population
