date_ym,year,health_board,hospital_id,hospital_name,department_type,total_attendance,wait_lt_4hrs,wait_gt_4hrs,wait_gt_8hrs,wait_gt_12hrs,is_covid_year
2012-11-01,2012,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,60,60,0,0,0,FALSE
2012-11-01,2012,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1239,1239,0,0,0,FALSE
2012-11-01,2012,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,855,855,0,0,0,FALSE
2012-11-01,2012,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,263,262,1,0,0,FALSE
2012-11-01,2012,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,188,188,0,0,0,FALSE
2012-11-01,2012,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,271,267,4,0,0,FALSE
2012-11-01,2012,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1886,1756,130,12,2,FALSE
2012-11-01,2012,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,37,37,0,0,0,FALSE
2012-11-01,2012,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2012-11-01,2012,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,89,89,0,0,0,FALSE
2012-11-01,2012,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2012-11-01,2012,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,22,22,0,0,0,FALSE
2012-11-01,2012,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1127,1111,16,0,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2440,2352,88,0,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5699,5444,255,4,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6975,6802,173,4,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1200,1200,0,0,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1571,1571,0,0,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5001,4605,396,2,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,3804,3624,180,1,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,4149,3827,322,5,0,FALSE
2012-11-01,2012,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4841,4330,511,34,0,FALSE
2012-11-01,2012,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,525,521,4,0,0,FALSE
2012-11-01,2012,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,61,60,1,0,0,FALSE
2012-11-01,2012,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,309,304,5,0,0,FALSE
2012-11-01,2012,Highland,C117J,NA,Minor Injury Unit or Other,33,32,1,0,0,FALSE
2012-11-01,2012,Highland,C121H,Lorn & Islands Hospital,Emergency Department,445,423,22,1,0,FALSE
2012-11-01,2012,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,413,399,14,0,0,FALSE
2012-11-01,2012,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,174,173,1,0,0,FALSE
2012-11-01,2012,Highland,H103H,Caithness General Hospital,Emergency Department,501,487,14,0,0,FALSE
2012-11-01,2012,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2012-11-01,2012,Highland,H202H,Raigmore Hospital,Emergency Department,2355,2303,52,1,0,FALSE
2012-11-01,2012,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,284,284,0,0,0,FALSE
2012-11-01,2012,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,74,74,0,0,0,FALSE
2012-11-01,2012,Highland,H212H,Belford Hospital,Emergency Department,572,551,21,0,0,FALSE
2012-11-01,2012,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,269,269,0,0,0,FALSE
2012-11-01,2012,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,192,192,0,0,0,FALSE
2012-11-01,2012,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,142,142,0,0,0,FALSE
2012-11-01,2012,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,120,120,0,0,0,FALSE
2012-11-01,2012,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,272,265,7,0,0,FALSE
2012-11-01,2012,Highland,H227B,NA,Minor Injury Unit or Other,108,108,0,0,0,FALSE
2012-11-01,2012,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5384,5004,380,17,3,FALSE
2012-11-01,2012,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,42,42,0,0,0,FALSE
2012-11-01,2012,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,84,84,0,0,0,FALSE
2012-11-01,2012,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4568,4228,340,15,0,FALSE
2012-11-01,2012,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5067,4206,861,146,44,FALSE
2012-11-01,2012,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,88,88,0,0,0,FALSE
2012-11-01,2012,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3214,2922,292,20,3,FALSE
2012-11-01,2012,Lothian,S308H,St John's Hospital,Emergency Department,4373,4039,334,34,4,FALSE
2012-11-01,2012,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,8950,7132,1818,252,30,FALSE
2012-11-01,2012,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,3845,3720,125,4,1,FALSE
2012-11-01,2012,Orkney,R103H,The Balfour,Minor Injury Unit or Other,292,284,8,0,0,FALSE
2012-11-01,2012,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,627,621,6,0,0,FALSE
2012-11-01,2012,Tayside,T101H,Ninewells Hospital,Emergency Department,3739,3695,44,0,0,FALSE
2012-11-01,2012,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1893,1871,22,0,0,FALSE
2012-11-01,2012,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,28,28,0,0,0,FALSE
2012-11-01,2012,Tayside,T207H,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,5,5,0,0,0,FALSE
2012-11-01,2012,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,211,211,0,0,0,FALSE
2012-11-01,2012,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,992,992,0,0,0,FALSE
2012-11-01,2012,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,268,268,0,0,0,FALSE
2012-11-01,2012,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,130,130,0,0,0,FALSE
2012-11-01,2012,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,494,494,0,0,0,FALSE
2012-11-01,2012,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,128,128,0,0,0,FALSE
2012-11-01,2012,Tayside,T357C,NA,Minor Injury Unit or Other,496,496,0,0,0,FALSE
2012-11-01,2012,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2012-11-01,2012,Western Isles,W107H,Western Isles Hospital,Emergency Department,525,511,14,0,0,FALSE
2012-11-01,2012,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,90,90,0,0,0,FALSE
2012-12-01,2012,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,188,188,0,0,0,FALSE
2012-12-01,2012,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,39,39,0,0,0,FALSE
2012-12-01,2012,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5971,5279,692,59,7,FALSE
2012-12-01,2012,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3584,3071,513,57,17,FALSE
2012-12-01,2012,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,66,66,0,0,0,FALSE
2012-12-01,2012,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,13,13,0,0,0,FALSE
2012-12-01,2012,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,105,105,0,0,0,FALSE
2012-12-01,2012,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,16,16,0,0,0,FALSE
2012-12-01,2012,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,44,44,0,0,0,FALSE
2012-12-01,2012,Borders,B120H,Borders General Hospital,Emergency Department,1960,1851,109,4,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,25,25,0,0,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,11,11,0,0,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,6,6,0,0,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,16,16,0,0,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,939,914,25,0,0,FALSE
2012-12-01,2012,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2695,2546,149,0,0,FALSE
2012-12-01,2012,Fife,F704H,Victoria Hospital,Emergency Department,5147,4529,618,199,65,FALSE
2012-12-01,2012,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2012-12-01,2012,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,296,296,0,0,0,FALSE
2012-12-01,2012,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1428,1426,2,0,0,FALSE
2012-12-01,2012,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,970,970,0,0,0,FALSE
2012-12-01,2012,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,4969,4128,841,91,22,FALSE
2012-12-01,2012,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,5907,5374,533,68,6,FALSE
2012-12-01,2012,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1324,1311,13,0,0,FALSE
2012-12-01,2012,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,67,67,0,0,0,FALSE
2012-12-01,2012,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,23,23,0,0,0,FALSE
2012-12-01,2012,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,39,39,0,0,0,FALSE
2012-12-01,2012,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1337,1337,0,0,0,FALSE
2012-12-01,2012,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,877,875,2,0,0,FALSE
2012-12-01,2012,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,237,235,2,0,0,FALSE
2012-12-01,2012,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,138,138,0,0,0,FALSE
2012-12-01,2012,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,263,250,13,0,0,FALSE
2012-12-01,2012,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2005,1850,155,16,2,FALSE
2012-12-01,2012,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,41,41,0,0,0,FALSE
2012-12-01,2012,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,25,25,0,0,0,FALSE
2012-12-01,2012,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,92,92,0,0,0,FALSE
2012-12-01,2012,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,36,36,0,0,0,FALSE
2012-12-01,2012,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,20,20,0,0,0,FALSE
2012-12-01,2012,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,76,76,0,0,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1090,1072,18,0,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2560,2369,191,13,5,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5631,5152,479,26,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,7023,6521,502,7,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1088,1087,1,0,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1420,1419,1,0,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5107,4220,887,83,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,3819,3463,356,12,0,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,4503,4184,319,5,2,FALSE
2012-12-01,2012,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4964,4137,827,152,2,FALSE
2012-12-01,2012,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,545,542,3,0,0,FALSE
2012-12-01,2012,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,90,86,4,0,0,FALSE
2012-12-01,2012,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,345,336,9,0,0,FALSE
2012-12-01,2012,Highland,C121H,Lorn & Islands Hospital,Emergency Department,428,419,9,0,0,FALSE
2012-12-01,2012,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,402,395,7,0,0,FALSE
2012-12-01,2012,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,190,190,0,0,0,FALSE
2012-12-01,2012,Highland,H103H,Caithness General Hospital,Emergency Department,534,520,14,1,0,FALSE
2012-12-01,2012,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2012-12-01,2012,Highland,H202H,Raigmore Hospital,Emergency Department,2484,2407,77,4,0,FALSE
2012-12-01,2012,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,350,350,0,0,0,FALSE
2012-12-01,2012,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,79,79,0,0,0,FALSE
2012-12-01,2012,Highland,H212H,Belford Hospital,Emergency Department,622,596,26,1,0,FALSE
2012-12-01,2012,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,307,307,0,0,0,FALSE
2012-12-01,2012,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,257,257,0,0,0,FALSE
2012-12-01,2012,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,123,123,0,0,0,FALSE
2012-12-01,2012,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,107,106,1,0,0,FALSE
2012-12-01,2012,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,309,300,9,0,0,FALSE
2012-12-01,2012,Highland,H227B,NA,Minor Injury Unit or Other,172,172,0,0,0,FALSE
2012-12-01,2012,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,45,44,1,0,0,FALSE
2012-12-01,2012,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5548,4688,860,88,23,FALSE
2012-12-01,2012,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,46,46,0,0,0,FALSE
2012-12-01,2012,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,66,66,0,0,0,FALSE
2012-12-01,2012,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4706,4006,700,125,47,FALSE
2012-12-01,2012,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5205,4340,865,160,47,FALSE
2012-12-01,2012,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,69,69,0,0,0,FALSE
2012-12-01,2012,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3056,2638,418,59,26,FALSE
2012-12-01,2012,Lothian,S308H,St John's Hospital,Emergency Department,4540,3880,660,89,12,FALSE
2012-12-01,2012,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9313,7630,1683,230,40,FALSE
2012-12-01,2012,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,3846,3732,114,2,0,FALSE
2012-12-01,2012,Orkney,R103H,The Balfour,Minor Injury Unit or Other,281,277,4,0,0,FALSE
2012-12-01,2012,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,642,634,8,0,0,FALSE
2012-12-01,2012,Tayside,T101H,Ninewells Hospital,Emergency Department,3705,3601,104,1,0,FALSE
2012-12-01,2012,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2006,1973,33,2,0,FALSE
2012-12-01,2012,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,23,23,0,0,0,FALSE
2012-12-01,2012,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,267,266,1,0,0,FALSE
2012-12-01,2012,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1206,1205,1,0,0,FALSE
2012-12-01,2012,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,231,231,0,0,0,FALSE
2012-12-01,2012,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,187,187,0,0,0,FALSE
2012-12-01,2012,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,607,607,0,0,0,FALSE
2012-12-01,2012,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,133,133,0,0,0,FALSE
2012-12-01,2012,Tayside,T357C,NA,Minor Injury Unit or Other,496,495,1,0,0,FALSE
2012-12-01,2012,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,42,42,0,0,0,FALSE
2012-12-01,2012,Western Isles,W107H,Western Isles Hospital,Emergency Department,463,453,10,0,0,FALSE
2012-12-01,2012,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,71,71,0,0,0,FALSE
2013-01-01,2013,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,181,181,0,0,0,FALSE
2013-01-01,2013,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,47,47,0,0,0,FALSE
2013-01-01,2013,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5683,4960,723,61,11,FALSE
2013-01-01,2013,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3502,2819,683,41,2,FALSE
2013-01-01,2013,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,67,67,0,0,0,FALSE
2013-01-01,2013,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,11,11,0,0,0,FALSE
2013-01-01,2013,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,91,91,0,0,0,FALSE
2013-01-01,2013,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,16,16,0,0,0,FALSE
2013-01-01,2013,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,40,40,0,0,0,FALSE
2013-01-01,2013,Borders,B120H,Borders General Hospital,Emergency Department,1886,1795,91,4,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,29,29,0,0,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,33,33,0,0,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,1,1,0,0,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,9,9,0,0,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,837,812,25,3,0,FALSE
2013-01-01,2013,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2713,2493,220,5,0,FALSE
2013-01-01,2013,Fife,F704H,Victoria Hospital,Emergency Department,4811,4339,472,100,28,FALSE
2013-01-01,2013,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,104,104,0,0,0,FALSE
2013-01-01,2013,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,277,277,0,0,0,FALSE
2013-01-01,2013,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1270,1270,0,0,0,FALSE
2013-01-01,2013,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,958,958,0,0,0,FALSE
2013-01-01,2013,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,4575,3873,702,141,42,FALSE
2013-01-01,2013,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4970,4583,387,32,2,FALSE
2013-01-01,2013,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1309,1289,20,0,0,FALSE
2013-01-01,2013,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,44,44,0,0,0,FALSE
2013-01-01,2013,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,10,10,0,0,0,FALSE
2013-01-01,2013,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,41,41,0,0,0,FALSE
2013-01-01,2013,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1185,1182,3,0,0,FALSE
2013-01-01,2013,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,806,803,3,0,0,FALSE
2013-01-01,2013,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,287,284,3,0,0,FALSE
2013-01-01,2013,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,143,143,0,0,0,FALSE
2013-01-01,2013,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,237,231,6,0,0,FALSE
2013-01-01,2013,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1832,1681,151,24,2,FALSE
2013-01-01,2013,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,44,44,0,0,0,FALSE
2013-01-01,2013,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,20,20,0,0,0,FALSE
2013-01-01,2013,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,85,85,0,0,0,FALSE
2013-01-01,2013,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2013-01-01,2013,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,15,15,0,0,0,FALSE
2013-01-01,2013,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,68,68,0,0,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1061,1032,29,0,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2527,2270,257,11,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5639,4863,776,50,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6755,5955,800,34,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1116,1116,0,0,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1517,1517,0,0,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5018,4054,964,147,18,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,3801,3365,436,33,1,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,3494,3403,91,0,0,FALSE
2013-01-01,2013,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4947,3918,1029,239,21,FALSE
2013-01-01,2013,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,464,457,7,0,0,FALSE
2013-01-01,2013,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,45,43,2,0,0,FALSE
2013-01-01,2013,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,357,337,20,0,0,FALSE
2013-01-01,2013,Highland,C121H,Lorn & Islands Hospital,Emergency Department,446,434,12,0,0,FALSE
2013-01-01,2013,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,404,395,9,0,0,FALSE
2013-01-01,2013,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,187,187,0,0,0,FALSE
2013-01-01,2013,Highland,H103H,Caithness General Hospital,Emergency Department,508,493,15,1,0,FALSE
2013-01-01,2013,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,27,27,0,0,0,FALSE
2013-01-01,2013,Highland,H202H,Raigmore Hospital,Emergency Department,2334,2261,73,2,0,FALSE
2013-01-01,2013,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,306,306,0,0,0,FALSE
2013-01-01,2013,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,62,62,0,0,0,FALSE
2013-01-01,2013,Highland,H212H,Belford Hospital,Emergency Department,586,549,37,2,0,FALSE
2013-01-01,2013,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,307,307,0,0,0,FALSE
2013-01-01,2013,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,199,199,0,0,0,FALSE
2013-01-01,2013,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,145,145,0,0,0,FALSE
2013-01-01,2013,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,112,112,0,0,0,FALSE
2013-01-01,2013,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,275,267,8,0,0,FALSE
2013-01-01,2013,Highland,H227B,NA,Minor Injury Unit or Other,158,158,0,0,0,FALSE
2013-01-01,2013,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,37,33,4,0,0,FALSE
2013-01-01,2013,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5488,4851,637,106,33,FALSE
2013-01-01,2013,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,48,48,0,0,0,FALSE
2013-01-01,2013,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,84,84,0,0,0,FALSE
2013-01-01,2013,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4448,3456,992,247,105,FALSE
2013-01-01,2013,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5022,4159,863,220,84,FALSE
2013-01-01,2013,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,96,96,0,0,0,FALSE
